run_index,run_name,status,changed_parameter,changed_value,epochs_requested,imgsz,batch,lr0,optimizer,mosaic,patience,training_minutes,precision,recall,mAP50,mAP50_95,best_model_path,last_model_path,error
9,run_09_mosaic_0.8,completed,mosaic,0.8,30,640,8,0.01,auto,0.8,10,255.2374633949997,0.8773000693351225,0.7820124182327638,0.8842807756449569,0.7474601345454618,D:\YOLO Training\ASL_YOLO26s_Mosaic_Only_Results\run_09_mosaic_0.8\weights\best.pt,D:\YOLO Training\ASL_YOLO26s_Mosaic_Only_Results\run_09_mosaic_0.8\weights\last.pt,
