epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,624.199,1.15685,3.63676,0.02054,0.5744,0.5366,0.62303,0.47446,0.94504,1.6259,0.02215,0.00999539,0.0033318,0.00999539,0.0033318,0.00999539,0.0033318,0.00999539,0.0033318
2,1145.03,1.15626,1.69167,0.02049,0.77558,0.5608,0.71954,0.58501,0.81767,1.27152,0.01831,0.0193355,0.00644518,0.0193355,0.00644518,0.0193355,0.00644518,0.0193355,0.00644518
3,1640.84,1.2392,1.63539,0.02211,0.63129,0.62372,0.67391,0.50193,1.0508,1.35513,0.02505,0.0280157,0.00933856,0.0280157,0.00933856,0.0280157,0.00933856,0.0280157,0.00933856
4,2131.52,1.28567,1.58056,0.02278,0.62812,0.61742,0.66822,0.50186,1.04482,1.36022,0.02554,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
5,2620.92,1.23397,1.43347,0.02175,0.82678,0.74805,0.84065,0.67359,0.84759,0.90419,0.0198,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868
6,3114.62,1.18796,1.32196,0.02085,0.74232,0.75632,0.81219,0.65402,0.82865,0.9013,0.01933,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
7,3606.07,1.15688,1.24172,0.02031,0.73176,0.74379,0.82331,0.66428,0.84225,0.90268,0.01897,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
8,4095.79,1.13037,1.17241,0.0196,0.85248,0.73695,0.8453,0.69828,0.76835,0.83498,0.01718,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
9,4585.8,1.11878,1.12099,0.01934,0.80618,0.72055,0.8215,0.67851,0.78469,0.92238,0.01778,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
10,5077.34,1.09581,1.07875,0.01902,0.80318,0.76142,0.84259,0.67057,0.87336,0.84758,0.02017,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
11,5567.47,1.07881,1.04554,0.01868,0.76912,0.78706,0.86274,0.71119,0.7592,0.82426,0.01678,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
12,6056.68,1.0578,1.00304,0.01831,0.84944,0.74296,0.84882,0.70037,0.75397,0.81436,0.01702,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
13,6546.75,1.04683,0.97033,0.01801,0.87871,0.77968,0.86468,0.71384,0.74616,0.80623,0.01661,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
14,7036.9,1.02703,0.95742,0.01762,0.87788,0.72882,0.84403,0.70551,0.73978,0.8394,0.01643,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
15,7527.09,1.01147,0.91747,0.0173,0.87141,0.75823,0.86473,0.72061,0.74644,0.76367,0.01669,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
16,8016.59,1.00436,0.90617,0.01716,0.85699,0.78279,0.85135,0.71012,0.73213,0.83043,0.01614,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
17,8507.06,0.98842,0.87059,0.01678,0.8543,0.8021,0.88323,0.73428,0.74038,0.69851,0.01635,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
18,8998.33,0.975,0.84588,0.01659,0.85022,0.8134,0.88833,0.73567,0.74859,0.70054,0.01669,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
19,9487.98,0.95409,0.82159,0.01618,0.87957,0.79731,0.89488,0.74876,0.70861,0.68534,0.0157,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
20,9976.87,0.94601,0.79682,0.01607,0.84199,0.83847,0.89682,0.74671,0.7336,0.69239,0.01627,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
21,10424.6,0.79512,0.37755,0.01937,0.83953,0.80763,0.87603,0.72588,0.72656,0.71547,0.01605,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
22,10872.1,0.77816,0.36743,0.01885,0.79644,0.82534,0.86437,0.7191,0.71915,0.75987,0.01578,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
23,11320.8,0.75048,0.3499,0.01809,0.86005,0.81128,0.87749,0.73142,0.71016,0.74805,0.01561,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
24,11766.6,0.73533,0.32981,0.0177,0.84967,0.84969,0.87487,0.73152,0.71252,0.73571,0.01573,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
25,12214.9,0.71057,0.31813,0.01702,0.86416,0.84255,0.87824,0.73451,0.71459,0.7523,0.01582,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
