epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
12,7269.4,1.07062,1.02675,0.01856,0.8389,0.76535,0.85414,0.70441,0.76724,0.70524,0.01778,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
13,7833.99,1.05421,0.99471,0.01827,0.83737,0.78209,0.86294,0.72118,0.72677,0.7715,0.01642,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
14,8401.04,1.04539,0.95858,0.01811,0.78183,0.8123,0.86812,0.7194,0.73521,0.68728,0.01664,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
15,8966.95,1.0275,0.93712,0.0177,0.79697,0.80324,0.84838,0.70344,0.75099,0.75448,0.01711,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
16,9532.36,1.01838,0.91972,0.01755,0.85501,0.78675,0.87128,0.72134,0.72856,0.70708,0.01646,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
17,10099.2,0.99204,0.88022,0.01698,0.81773,0.80965,0.88488,0.73591,0.7436,0.66921,0.01702,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
18,10665.8,0.98072,0.86997,0.01672,0.80266,0.77563,0.85973,0.72312,0.73428,0.7769,0.01672,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
19,11232.8,0.96757,0.8387,0.01663,0.80974,0.75326,0.84877,0.71072,0.7246,0.80743,0.01652,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
20,11799.8,0.95772,0.82452,0.01634,0.78901,0.82212,0.8725,0.72889,0.75911,0.75005,0.01731,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
21,12319.2,0.7993,0.38407,0.01949,0.84983,0.76925,0.88764,0.74469,0.7319,0.70649,0.01669,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
22,12839.5,0.77587,0.3778,0.01879,0.83019,0.80789,0.88124,0.7352,0.73434,0.67558,0.0166,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
23,13358.8,0.76863,0.36193,0.01867,0.89348,0.77119,0.86772,0.72105,0.73805,0.71477,0.01671,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
24,13878.7,0.74658,0.3375,0.01797,0.79644,0.80993,0.86561,0.71984,0.73553,0.77686,0.01676,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
25,14398.7,0.72409,0.33127,0.01737,0.82631,0.79736,0.85007,0.71609,0.71383,0.82143,0.01618,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
26,14919.2,0.7086,0.31098,0.01698,0.86889,0.78472,0.85331,0.71843,0.71761,0.81879,0.01619,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
27,15440.5,0.68912,0.30983,0.01649,0.90159,0.76689,0.85904,0.72481,0.71889,0.80437,0.01625,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
28,15960.2,0.66897,0.30523,0.01592,0.89709,0.74951,0.85148,0.71844,0.72042,0.8468,0.01631,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
29,16479.2,0.65056,0.30517,0.01546,0.90642,0.72787,0.84601,0.71266,0.73051,0.84887,0.01665,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
30,16998.9,0.64094,0.28878,0.01528,0.80341,0.78903,0.8344,0.70397,0.73444,0.88528,0.01679,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
